0,143.62684631347656,125.40929412841795,-326.2388610839844,OC-1
1,141.46951293945312,107.29073333740234,-352.1208190917969,OC-2
2,146.54815673828125,96.69043731689452,-377.5987243652344,
3,153.14764404296875,85.53496551513672,-404.7375793457031,OC-3
4,161.8151092529297,75.27726745605469,-432.1765747070313,
5,169.8568115234375,65.25191497802734,-459.68408203125,OC-4
6,176.27081298828125,53.894630432128906,-487.0548706054688,
7,181.68621826171875,42.36279678344727,-514.6587524414062,
8,182.1880340576172,34.368438720703125,-544.7021484375,
9,185.34249877929688,40.99209976196289,-572.0054931640625,OC-7
0,139.0019073486328,110.13912963867188,-284.9806213378906,Superior Anatomical Neck
1,132.40475463867188,140.7723846435547,-300.41815185546875,Max curvature Head
2,143.25743103027344,125.28961181640624,-326.42974853515625,Inferior Anatomical Neck
3,188.038330078125,-16.02272605895996,-544.0735473632812,Most Lateral Epiphysis
4,186.08026123046875,40.88822555541992,-571.7582397460938,Most medial point of the epiphysis
5,192.910400390625,3.992112636566162,-550.4723510742188,Most Lateral Olecranon Fossa
6,186.21176147460935,25.923742294311523,-559.4540405273438,Most medial Olecranon Fossa 
7,186.0793609619141,18.35381126403809,-546.4830932617188,Superior Olecranon Fossa
8,184.27291870117188,13.436960220336914,-561.0846557617188,Inferior Olecranon Fossa
9,179.3760223388672,14.637474060058594,-556.39892578125,Center of Olecranon Fossa
11,191.80718994140625,-4.912633419036865,-569.5432739257812,Inferior edge of the capitulum
11,186.9194183349609,16.22946548461914,-584.9063110351562,Inferior edge of the Trochlea 
12,107.23260498046876,117.28121185302734,-312.5474853515625,Max extremity of the Lesser Tubercle
13,128.2126922607422,93.30072021484376,-297.0488586425781,Most lateral extremity of Greater Tubercle
14,169.86546325683594,-20.134674072265625,-554.7495727539062,Extremity of the capitulum
15,162.04226684570312,21.66154670715332,-572.9957275390625,Medial eldge of the Trochlea
16,175.36172485351562,10.456544876098633,-585.5307006835938,Inferrior edge of the Trochlea
0,139.82505798339844,110.28937530517578,-285.1993713378906,OC_2-1
1,142.80758666992188,97.57083129882812,-316.8076171875,OC_2-2
2,142.91639709472656,83.76608276367188,-349.1285095214844,
3,153.74554443359375,70.89164733886719,-378.518798828125,
4,156.19723510742188,55.54928588867188,-411.8341064453125,OC_2-3
5,169.99617017344275,48.68209932536701,-443.3161843942831,
6,180.35716247558597,35.01937484741211,-473.6556701660156,OC_2-4
7,186.38145446777344,20.264968872070312,-503.6432495117188,
8,193.46685791015625,10.223804473876951,-535.7562255859375,
9,191.9202880859375,-4.853701114654541,-569.214599609375,OC_2-5
